Transaction_ID,Order_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Order_Date,Order_Time,Sales_Channel
T02010615,O0110615,C05120,Evelyn Young,27.0,Male,Consumer,2022-12-01,23:08:33,Online
T02016935,O0108467,C04206,Mia Williams,37.0,Female,Small Business,2024-01-18,17:25:37,Online
T02017118,O0108559,C04996,Henry Adams,34.0,Female,Consumer,2023-06-07,22:38:19,Online
T02013874,O0113874,C01145,Ella Allen,32.0,Female,Small Business,2024-12-01,13:30:37,Retail Store
T02014288,O0114288,C03606,Freya Moore,44.0,Female,Premium,2025-09-18,14:51:21,Retail Store
T02013757,O0113757,C00618,Emma Green,43.0,Female,New Customer,2022-11-09,11:58:10,B2B Portal
T02013667,O0113667,C03651,Thomas Scott,35.0,Non-binary,Returning Customer,2025-03-12,18:31:42,Online
T02010415,O0110415,C03057,Olivia Taylor,31.0,Male,Small Business,2022-04-22,22:48:32,Online
T02009485,O0109485,C01872,Hannah Jackson,50.0,Female,Consumer,2022-07-01,22:11:48,Online
T02013250,O0113250,C02105,Max White,44.0,Female,Returning Customer,2023-06-06,21:59:36,Online
T02001634,O0100817,C01984,William Thomas,30.0,Female,Consumer,2022-04-09,10:28:02,Phone Order
T02013977,O0106988,C00089,Maya Adams,30.0,Male,Consumer,2024-10-09,18:51:41,Online
T02009640,O0104820,C03626,Theo Anderson,43.0,Female,Corporate,2024-03-18,21:45:43,Online
T02000991,O0100991,C02557,Lucas Baker,45.0,Male,Small Business,2025-06-23,21:37:34,Online
T02000404,O0100202,C04006,James Thompson,54.0,Female,Consumer,2025-03-07,13:50:09,Retail Store
T02000172,O0100086,C03138,Benjamin King,39.0,Female,Small Business,2022-12-18,18:19:12,Retail Store
T02008955,O0104477,C02549,Ava Walker,39.0,Male,Small Business,2025-05-25,17:52:43,Retail Store
T02014443,O0114443,C05474,Emily Smith,22.0,Male,Consumer,2025-03-18,12:21:04,Online
T02001046,O0101046,C03717,Ava Jackson,47.0,Male,Consumer,2023-05-05,15:17:39,B2B Portal
T02014286,O0114286,C03229,Benjamin Thompson,41.0,Female,Consumer,2024-06-14,20:57:03,Online
T02001394,O0101394,C03022,Aria Lewis,51.0,Female,Returning Customer,2025-12-22,14:48:19,B2B Portal
T02000988,O0100494,C04314,Lucas Harris,60.0,Female,Consumer,2023-03-19,19:48:45,Online
T02001921,O0101921,C04929,Grace Smith,27.0,Female,New Customer,2022-05-27,11:43:04,Online
T02015025,O0115025,C01722,Isla Martin,39.0,Male,Consumer,2024-03-23,22:36:17,Online
T02004426,O0102213,C05175,Daniel Thomas,43.0,Male,Corporate,2024-09-17,00:34:54,Online
T02010597,O0105298,C01098,Olivia Taylor,20.0,Female,Consumer,2025-02-04,14:55:53,Retail Store
T02012910,O0112910,C05190,Benjamin Johnson,49.0,Male,Consumer,2025-09-19,14:42:33,Online
T02013312,O0113312,C00585,Theo Clark,47.0,Female,Premium,2025-12-23,22:40:09,Online
T02007506,O0107506,C01088,Chloe Walker,29.0,Male,Small Business,2022-12-09,14:57:57,Retail Store
T02012852,O0106426,C00254,Hannah Young,41.0,Female,New Customer,2022-03-16,23:10:41,Online
T02001586,O0101586,C02873,Samuel Thompson,36.0,Female,Corporate,2023-11-29,13:56:38,Phone Order
T02006316,O0103158,C02971,Lily Wright,50.0,Male,Premium,2022-12-13,09:07:45,Retail Store
T02013300,O0113300,C00198,Theo Jackson,34.0,Female,New Customer,2022-09-15,15:33:12,Phone Order
T02007114,O0103557,C04286,Oscar Williams,29.0,Female,Corporate,2025-09-01,09:49:47,Online
T02010687,O0110687,C03750,Amelia Williams,27.0,Female,Returning Customer,2023-02-19,13:46:33,B2B Portal
T02004425,O0104425,C01832,Olivia Walker,32.0,Male,Small Business,2025-09-12,14:16:14,Retail Store
T02011149,O0111149,C00559,Hannah King,36.0,Female,New Customer,2022-08-05,12:48:52,B2B Portal
T02010872,O0110872,C01577,Mia Miller,48.0,Male,Corporate,2024-12-01,23:00:57,Online
T02001077,O0101077,C04347,Evelyn Moore,30.0,Male,Consumer,2025-08-16,17:22:36,Retail Store
T02017313,O0117313,C04646,Olivia Brown,34.0,Female,Consumer,2024-11-13,17:07:22,Online
T02016857,O0116857,C02613,Alexander Harris,30.0,Male,Premium,2023-12-01,09:41:50,Phone Order
T02012183,O0112183,C04690,Maya Nelson,28.0,Female,Corporate,2025-06-15,18:05:03,B2B Portal
T02010725,O0110725,C04631,Liam Smith,27.0,Female,Consumer,2023-03-21,19:26:56,Online
T02008373,O0108373,C03547,Ava Brown,51.0,Male,Small Business,2024-09-26,09:28:39,Retail Store
T02000832,O0100832,C04704,Sophia Jones,36.0,Female,Returning Customer,2025-08-21,18:27:11,Online
T02014799,O0114799,C02285,Aria Miller,56.0,Female,Small Business,2025-10-03,14:23:44,Retail Store
T02015521,O0107760,C00929,Emma Jackson,36.0,Female,Premium,2023-09-11,17:00:56,Retail Store
T02009848,O0109848,C00275,Charlotte Scott,36.0,Female,Returning Customer,2022-10-04,12:23:55,B2B Portal
T02016130,O0116130,C01706,Arthur King,45.0,Male,Consumer,2023-06-07,14:50:37,Retail Store
T02006853,O0106853,C03277,Leo Harris,57.0,Male,Consumer,2022-10-31,18:20:07,Online
T02006395,O0103197,C00027,Grace Brown,26.0,Female,Consumer,2024-12-06,22:57:35,Online
T02008544,O0108544,C03958,David King,43.0,Female,Small Business,2023-03-18,16:05:35,Online
T02005000,O0105000,C00508,Hannah Hall,46.0,Female,Consumer,2022-01-11,14:47:46,B2B Portal
T02005016,O0105016,C02354,Daniel Harris,42.0,Male,Consumer,2024-02-19,23:14:58,Online
T02017373,O0117373,C03725,George Scott,54.0,Male,Small Business,2022-02-04,14:43:31,Retail Store
T02010377,O0110377,C03157,George King,57.0,Female,Consumer,2022-09-09,11:04:17,B2B Portal
T02011515,O0111515,C04871,Sophie Young,54.0,Female,Returning Customer,2025-10-22,11:37:33,Retail Store
T02004540,O0104540,C00934,Olivia Miller,43.0,Female,Consumer,2025-05-25,18:22:07,Retail Store
T02012672,O0112672,C05024,David Smith,39.0,Female,New Customer,2022-11-19,18:41:46,Online
T02007306,O0107306,C02468,Michael Lewis,24.0,Female,Corporate,2023-01-22,17:59:30,Online
T02014762,O0114762,C04991,Mia Green,43.0,Female,Returning Customer,2024-04-27,16:00:44,Online
T02005631,O0105631,C04563,William Brown,35.0,Male,Consumer,2024-03-11,12:48:21,B2B Portal
T02006347,O0106347,C03886,Chloe Adams,65.0,Non-binary,Consumer,2025-08-25,13:27:44,B2B Portal
T02012298,O0112298,C03518,Benjamin Martin,44.0,Female,Corporate,2025-10-08,14:58:19,Retail Store
T02015271,O0115271,C02868,Emily Adams,32.0,Male,Small Business,2025-04-02,19:42:20,Online
T02010151,O0105075,C01155,Nora Williams,32.0,Female,Consumer,2023-10-04,18:18:08,Retail Store
T02003922,O0103922,C01000,George Wright,42.0,Female,Consumer,2024-07-14,15:09:36,Phone Order
T02006813,O0106813,C04459,Evelyn Davis,39.0,Male,Small Business,2022-06-24,16:52:50,Online
T02010150,O0105075,C04852,Daniel Walker,,Male,New Customer,2022-03-06,15:22:59,Online
T02000452,O0100226,C01247,David Baker,21.0,Female,Small Business,2025-02-02,14:33:10,Retail Store
T02008531,O0108531,C01015,Isla Harris,36.0,Female,Returning Customer,2025-07-17,19:17:44,Online
T02009218,O0109218,C03277,Leo Harris,57.0,Male,New Customer,2022-06-01,12:24:14,B2B Portal
T02002290,O0102290,C02717,Ava Miller,41.0,Female,Consumer,2022-06-03,14:53:46,Retail Store
T02017855,O0117855,C01697,Aria Young,39.0,Male,Consumer,2025-01-17,15:29:29,Online
T02015581,O0115581,C00139,Leo Green,36.0,Female,Returning Customer,2025-03-01,19:00:44,Online
T02016093,O0116093,C05278,Henry Wright,51.0,Female,New Customer,2022-12-26,15:53:30,Phone Order
T02003193,O0103193,C03328,Emma Thomas,30.0,Male,Corporate,2024-06-21,17:13:52,Online
T02014649,O0107324,C00055,Grace Johnson,28.0,Male,Consumer,2022-12-09,20:24:52,Retail Store
T02016615,O0108307,C00644,Hannah Martin,32.0,Male,Consumer,2023-09-27,10:43:34,Online
T02013003,O0106501,C01759,Max Williams,46.0,Female,New Customer,2022-08-15,07:17:07,Online
T02016182,O0108091,C00646,Benjamin White,46.0,Female,Corporate,2024-08-19,10:29:46,Phone Order
T02009242,O0109242,C03873,Ella Smith,38.0,Male,New Customer,2022-03-19,17:15:05,Retail Store
T02015894,O0107947,C05031,Leo Jackson,27.0,Male,Small Business,2025-03-21,20:49:35,Online
T02010807,O0105403,C04558,Sophia Adams,52.0,Non-binary,Consumer,2022-11-18,20:25:58,Online
T02016508,O0108254,C00711,Jack Smith,49.0,Male,Consumer,2025-02-26,11:55:13,Retail Store
T02000718,O0100718,C01723,Noah Johnson,43.0,Male,Consumer,2023-12-17,07:21:44,Online
T02006086,O0106086,C00502,Michael Thomas,24.0,Female,Corporate,2025-02-10,14:40:04,Retail Store
T02003001,O0103001,C01600,Freya Wright,20.0,Female,Consumer,2023-03-08,21:46:16,Online
T02002958,O0102958,C04893,Lily Martin,44.0,Male,Returning Customer,2025-07-09,14:00:00,Online
T02014933,O0114933,C03568,William Jones,18.0,Male,Consumer,2024-08-29,17:55:20,Online
T02011889,O0111889,C02134,Henry Wright,45.0,Male,Consumer,2023-12-10,23:10:21,Online
T02002906,O0102906,C01279,Ava Miller,35.0,Female,Small Business,2022-10-09,17:47:51,Retail Store
T02008210,O0104105,C04872,Benjamin Clark,35.0,Female,Premium,2025-12-05,19:46:52,Online
T02000110,O0100110,C04615,Alexander Allen,34.0,Non-binary,New Customer,2022-11-10,13:56:58,Retail Store
T02015899,O0115899,C03914,David Young,54.0,Male,Corporate,2023-09-22,12:07:57,Online
T02004681,O0104681,C01389,Alexander Jones,30.0,Female,Returning Customer,2023-01-31,13:38:47,Retail Store
T02000842,O0100842,C05340,Chloe Walker,18.0,Female,Consumer,2024-05-29,15:16:16,Phone Order
T02017363,O0117363,C05399,Isla Jackson,22.0,Male,Returning Customer,2024-11-19,13:42:00,B2B Portal
T02013928,O0113928,C04001,Henry Brown,40.0,Female,Consumer,2023-03-24,18:40:32,Retail Store
T02015876,O0115876,C03835,George Wilson,49.0,Female,Consumer,2025-09-11,21:43:56,Online
T02001820,O0101820,C02625,Isla Scott,56.0,Female,Corporate,2024-12-21,20:18:21,Online
T02008872,O0108872,C04121,Maya Green,18.0,Male,New Customer,2022-01-30,15:37:19,Retail Store
T02012311,O0112311,C01244,Oscar Johnson,39.0,Male,Returning Customer,2025-10-13,14:56:36,Retail Store
T02005077,O0105077,C04004,Aria Young,38.0,Male,Small Business,2025-03-06,18:28:39,Online
T02008397,O0108397,C00705,Noah Taylor,35.0,Male,Consumer,2023-03-26,13:16:55,Retail Store
T02002515,O0101257,C00898,Ava Adams,48.0,Female,Consumer,2024-09-11,13:59:48,Retail Store
T02016717,O0116717,C02514,Charlotte Davis,43.0,Female,Consumer,2024-11-11,18:51:32,Online
T02004579,O0104579,C02953,William White,48.0,Male,Corporate,2023-03-24,12:45:07,Phone Order
T02003917,O0103917,C00319,George Smith,23.0,Female,Consumer,2022-10-12,14:14:17,Online
T02013577,O0113577,C04454,Aria Hall,37.0,Female,Consumer,2025-05-28,10:35:12,Retail Store
T02003024,O0101512,C00481,Liam Lewis,36.0,Male,Consumer,2025-12-09,13:13:36,Retail Store
T02015551,O0115551,C02295,Maya Nelson,41.0,Female,Corporate,2024-11-07,22:03:28,Online
T02017081,O0117081,C03587,Leo Jones,39.0,Male,Returning Customer,2022-11-10,14:01:18,Retail Store
T02002119,O0102119,C05218,Leo Wright,38.0,Male,Small Business,2024-04-28,21:19:29,Online
T02007557,O0107557,C03486,Max Anderson,51.0,Male,Returning Customer,2024-10-01,14:45:51,Retail Store
T02016383,O0116383,C04054,Ava Harris,34.0,Male,Small Business,2025-08-01,11:03:34,Retail Store
T02002394,O0102394,C00242,Mia Jones,24.0,Male,Small Business,2023-03-19,15:32:44,Retail Store
T02008143,O0104071,C05525,Chloe Baker,37.0,Male,Small Business,2023-04-25,17:47:50,Online
T02015280,O0107640,C02217,Ava Moore,35.0,Female,New Customer,2022-08-18,10:02:02,B2B Portal
T02002961,O0102961,C01909,George Wilson,38.0,Female,Small Business,2025-03-04,19:42:55,Online
T02016713,O0108356,C02727,James Smith,40.0,Female,Small Business,2023-04-23,22:13:52,Online
T02000462,O0100462,C05572,Olivia Wilson,48.0,Female,Consumer,2022-05-09,16:28:05,Retail Store
T02017362,O0117362,C03064,Evelyn Anderson,41.0,Female,Small Business,2025-10-30,18:14:56,Online
T02009780,O0109780,C05569,Henry Martin,40.0,Male,Consumer,2023-08-21,12:53:02,Phone Order
T02006550,O0106550,C04694,Sophia Thompson,28.0,Male,Corporate,2022-11-25,16:57:44,Online
T02004060,O0104060,C03655,Noah Baker,46.0,Female,New Customer,2022-10-06,15:00:30,Retail Store
T02015072,O0115072,C03563,Freya Jackson,18.0,Female,Small Business,2025-04-11,16:57:44,Online
T02012053,O0106026,C03281,Mia Baker,50.0,Female,Consumer,2022-04-13,13:14:47,Retail Store
T02016856,O0108428,C00685,Nora Smith,39.0,Female,Consumer,2022-07-07,20:49:05,Online
T02001327,O0101327,C02692,Liam Taylor,33.0,Female,Consumer,2023-04-30,23:20:35,Online
T02006187,O0103093,C03389,Amelia Allen,36.0,Female,Small Business,2022-03-16,16:31:48,Retail Store
T02016772,O0116772,C05329,Theo Walker,24.0,Female,Consumer,2022-07-14,15:21:58,Retail Store
T02007103,O0107103,C00793,Emma King,24.0,Female,Small Business,2024-10-15,20:55:57,Retail Store
T02000375,O0100375,C04190,Theo Clark,18.0,Female,Returning Customer,2025-09-29,14:45:26,Online
T02012088,O0112088,C02273,Thomas Scott,39.0,Female,New Customer,2022-07-20,10:06:57,Phone Order
T02013829,O0106914,C01454,Henry Thomas,42.0,Female,Consumer,2022-09-23,13:44:41,Retail Store
T02002549,O0102549,C03484,Grace Davis,42.0,Male,Consumer,2023-12-11,15:10:29,Retail Store
T02007087,O0103543,C04905,Jack Hall,27.0,Female,Returning Customer,2024-10-30,17:12:10,Phone Order
T02012010,O0112010,C03100,Olivia Baker,46.0,Female,Consumer,2025-09-24,13:30:57,Retail Store
T02017922,O0117922,C02815,George Thomas,51.0,Male,Consumer,2024-03-06,17:22:10,Retail Store
T02005028,O0105028,C05009,James Williams,44.0,Male,Returning Customer,2024-09-26,20:55:25,Online
T02008965,O0108965,C02129,Leo Clark,51.0,Male,Consumer,2024-11-13,11:00:17,Online
T02012758,O0112758,C04888,Evelyn Moore,21.0,Female,Small Business,2024-08-26,18:13:27,Online
T02003540,O0103540,C02416,Aria Thomas,39.0,Male,Consumer,2025-04-21,22:10:51,Online
T02008330,O0108330,C05024,David Smith,39.0,Female,Returning Customer,2024-10-18,13:18:09,B2B Portal
T02002096,O0102096,C02899,Isla Scott,18.0,Female,Small Business,2025-04-20,08:20:55,Phone Order
T02004292,O0104292,C04564,Leo Harris,41.0,Female,New Customer,2022-09-29,17:32:43,Online
T02010053,O0105026,C05493,Sophia Adams,37.0,Female,Small Business,2025-09-30,12:10:18,Online
T02007274,O0107274,C04423,Henry Thomas,49.0,Male,Consumer,2024-08-12,23:54:13,Online
T02014859,O0114859,C03103,Maya Brown,47.0,FEMALE,Consumer,2023-07-04,18:23:04,Online
T02005912,O0105912,C05196,Evelyn Taylor,33.0,Male,Returning Customer,2022-11-14,18:18:20,Phone Order
T02005473,O0105473,C01610,Daniel Adams,37.0,Female,Consumer,2025-12-18,01:57:26,B2B Portal
T02013849,O0106924,C04045,Lucas Wilson,24.0,Female,Consumer,2024-11-07,17:51:43,Retail Store
T02015086,O0115086,C01588,William Adams,51.0,Female,Small Business,2025-10-06,08:45:45,Online
T02014974,O0114974,C02491,Samuel Scott,43.0,Female,Corporate,2022-11-16,17:27:50,Phone Order
T02002866,O0102866,C04388,Grace Thomas,44.0,Female,Consumer,2024-01-19,07:43:33,Online
T02012811,O0112811,C04505,Nora Scott,33.0,Male,Small Business,2024-11-17,17:15:01,Online
T02000574,O0100574,C01747,Emma Baker,46.0,Female,Consumer,2024-06-08,14:31:34,Retail Store
T02013609,O0113609,C05559,Sophia Martin,29.0,Male,Consumer,2023-03-25,11:33:55,Retail Store
T02017429,O0117429,C01011,Hannah Clark,43.0,Male,Consumer,2023-10-16,14:46:19,Retail Store
T02009985,O0104992,C05429,Olivia Brown,44.0,Non-binary,Consumer,2025-06-24,17:22:05,Online
T02017607,O0108803,C05542,Emma Adams,25.0,Female,Consumer,2024-12-14,22:24:23,Online
T02005563,O0105563,C00386,Isla Wilson,57.0,Female,Consumer,2023-06-03,20:03:41,Retail Store
T02005046,O0105046,C03563,Freya Jackson,18.0,Female,Small Business,2025-06-03,16:05:03,Retail Store
T02003546,O0101773,C00162,Liam Adams,35.0,Male,Returning Customer,2023-02-25,11:04:50,B2B Portal
T02005185,O0102592,C05061,Benjamin Thomas,29.0,Female,Premium,2024-11-13,19:14:43,Online
T02008838,O0108838,C02520,Theo Moore,43.0,Male,Consumer,2024-07-23,15:47:23,Retail Store
T02008817,O0108817,C00255,Oscar Miller,27.0,Male,Consumer,2023-05-26,12:30:40,Retail Store
T02017632,O0117632,C05155,Jack Young,18.0,Female,Consumer,2023-08-16,17:28:32,Retail Store
T02002415,O0102415,C03118,Ella Allen,27.0,Male,Consumer,2022-12-24,11:49:03,Retail Store
T02017897,O0117897,C01106,Max Young,18.0,Male,Consumer,2025-10-25,19:52:17,Retail Store
T02006450,O0103225,C03105,Noah Moore,47.0,Female,Consumer,2024-11-06,09:52:12,Online
T02007023,O0107023,C01923,Emma Scott,48.0,Male,Consumer,2024-11-04,19:45:57,Online
T02016254,O0108127,C02511,Samuel Johnson,43.0,Male,Returning Customer,2023-06-07,18:56:09,Online
T02011670,O0111670,C02248,Lily Scott,75.0,Female,New Customer,2022-12-07,19:17:33,Online
T02001894,O0100947,C01479,Lucas Allen,55.0,Male,Consumer,2024-06-03,11:37:55,Retail Store
T02008307,O0108307,C00854,Ella Walker,21.0,Non-binary,Consumer,2024-08-13,10:23:35,Retail Store
T02002431,O0102431,C00534,Sophia Hall,43.0,Female,Small Business,2023-12-07,12:32:07,Retail Store
T02012520,O0112520,C05342,Benjamin Moore,53.0,Female,Returning Customer,2025-05-27,14:49:28,Retail Store
T02009121,O0109121,C04509,Hannah White,49.0,Female,Returning Customer,2025-01-07,09:34:59,Online
T02008642,O0104321,C03204,Lucas Wilson,39.0,Male,New Customer,2022-05-10,15:50:27,Retail Store
T02010879,O0110879,C03542,Michael Allen,37.0,Female,Returning Customer,2025-01-13,12:36:32,Phone Order
T02014417,O0114417,C03569,Michael Moore,33.0,Female,Consumer,2022-11-15,14:31:07,Retail Store
T02001478,O0101478,C04279,George Lewis,34.0,Male,Corporate,2025-08-22,09:39:57,Retail Store
T02013352,O0106676,C03826,Nora White,39.0,Female,Consumer,2025-09-10,14:02:51,Retail Store
T02004076,O0104076,C01205,Samuel Harris,54.0,Male,Consumer,2023-07-05,17:57:02,B2B Portal
T02009610,O0109610,C00742,George Adams,38.0,Female,Small Business,2023-12-08,12:30:56,Retail Store
T02013109,O0106554,C04302,Lucas Martin,37.0,Female,Returning Customer,2025-05-01,21:26:21,Online
T02000075,O0100075,C00424,Sophia Jones,40.0,Male,Small Business,2023-05-01,10:28:48,Retail Store
T02011952,O0105976,C01484,Max Smith,29.0,Female,Consumer,2024-08-27,19:44:15,Online
T02010216,O0110216,C05126,Lucas Smith,55.0,Male,Small Business,2024-01-22,09:27:47,B2B Portal
T02010358,O0105179,C03995,Nora Smith,22.0,Female,Consumer,2025-03-03,17:34:12,Online
T02000183,O0100091,C01905,Samuel Moore,39.0,Male,Corporate,2024-11-25,15:24:08,Online
T02011924,O0105962,C04092,Max Davis,38.0,Male,Consumer,2023-02-19,15:47:01,Online
T02017438,O0117438,C02060,Hannah Allen,40.0,Male,Small Business,2022-02-14,13:39:02,Retail Store
T02011076,O0111076,C05219,Samuel Taylor,67.0,Female,Consumer,2025-01-08,13:41:24,Phone Order
T02015080,O0107540,C00408,Theo Adams,27.0,Male,Consumer,2023-06-16,18:49:54,Online
T02009565,O0109565,C03565,George Martin,39.0,Female,Consumer,2024-09-07,20:52:07,Online
T02017375,O0108687,C01403,Emily Clark,50.0,Male,Small Business,2022-06-25,19:00:05,Online
T02010773,O0110773,C05074,Liam Nelson,29.0,,Consumer,2024-12-28,11:39:01,Retail Store
T02002261,O0102261,C00705,Noah Taylor,35.0,Male,Consumer,2025-11-23,20:16:07,Online
T02004985,O0102492,C03450,Oscar Williams,33.0,Female,Small Business,2024-08-18,14:46:00,Online
T02016142,O0108071,C04989,Henry Lewis,24.0,Male,Returning Customer,2023-04-28,16:56:57,Retail Store
T02003300,O0103300,C01108,Chloe Williams,53.0,Female,Consumer,2025-03-19,08:28:08,B2B Portal
T02002942,O0101471,C05107,Emma Hall,39.0,Female,Premium,2023-12-26,17:51:19,B2B Portal
T02013887,O0106943,C05540,Grace Harris,,Male,Corporate,2022-05-29,12:03:02,Online
T02014776,O0107388,C03756,Evelyn Green,44.0,Female,Premium,2023-10-08,12:55:38,B2B Portal
T02004279,O0104279,C01226,Grace Baker,56.0,Female,Consumer,2023-09-21,18:29:54,Online
T02003907,O0101953,C01132,Freya Green,34.0,Male,Consumer,2023-09-20,18:45:02,Retail Store
T02007231,O0107231,C03069,Nora Johnson,19.0,Female,Consumer,2024-05-15,15:12:53,Retail Store
T02002267,O0101133,C02864,Henry Martin,37.0,Female,Premium,2024-12-03,19:15:31,Online
T02016152,O0108076,C03828,Sophie Young,44.0,Female,Consumer,2025-04-03,16:23:20,Online
T02003662,O0103662,C01454,Henry Thomas,42.0,Female,Returning Customer,2024-12-02,10:37:53,Retail Store
T02014397,O0114397,C04145,William Baker,21.0,Male,Corporate,2024-07-13,02:08:32,Online
T02016148,O0108074,C03476,Noah Taylor,49.0,Male,Returning Customer,2022-03-14,20:27:27,Online
T02008185,O0108185,C03193,Nora Davis,42.0,,Small Business,2023-12-20,14:32:41,Retail Store
T02004179,O0104179,C04948,Evelyn Walker,38.0,Female,Consumer,2022-11-30,22:10:22,Online
T02002814,O0102814,C05073,Emma Wilson,28.0,Female,Small Business,2022-05-01,12:52:28,Retail Store
T02001627,O0101627,C03407,Hannah Scott,35.0,Male,Returning Customer,2024-01-17,13:40:50,Retail Store
T02014432,O0114432,C03668,Michael Martin,46.0,Male,New Customer,2022-07-10,21:23:46,Online
T02011834,O0105917,C02224,Chloe Martin,24.0,Male,Corporate,2023-12-23,23:43:21,Online
T02000440,O0100220,C02897,Jack Hall,37.0,Male,Consumer,2024-08-15,19:10:02,Retail Store
T02003484,O0103484,C04981,Evelyn Johnson,32.0,Male,Premium,2022-07-15,23:15:52,Online
T02006421,O0106421,C01359,Max Thomas,31.0,Male,Consumer,2024-02-12,18:37:12,Online
T02014595,O0114595,C05311,James White,28.0,Female,New Customer,2022-04-01,18:53:22,Online
T02015274,O0107637,C04350,Samuel King,38.0,Female,Small Business,2024-11-05,09:08:54,Online
T02010972,O0110972,C02576,Grace Wright,55.0,Male,Consumer,2025-09-09,19:00:53,Online
T02002881,O0102881,C03745,Liam Brown,57.0,Female,Corporate,2025-09-11,15:06:39,Online
T02009196,O0109196,C03931,Hannah Johnson,52.0,Female,Small Business,2022-12-30,16:12:03,Retail Store
T02016132,O0116132,C01121,Emily Miller,50.0,Male,New Customer,2022-11-08,15:00:41,Online
T02010289,O0105144,C05324,Jack Miller,26.0,Male,Consumer,2023-01-07,14:22:54,Online
T02010796,O0105398,C01533,Henry King,36.0,Female,Consumer,2025-04-19,19:16:29,Retail Store
T02003464,O0103464,C04006,James Thompson,54.0,Female,Returning Customer,2025-04-09,11:07:20,B2B Portal
T02007828,O0107828,C03372,Ava Lewis,31.0,Female,Consumer,2024-11-13,18:36:31,Retail Store
T02006753,O0106753,C02729,James Hall,39.0,Male,Consumer,2023-04-23,19:31:56,Online
T02004823,O0104823,C00623,Thomas Baker,35.0,Male,Corporate,2025-12-23,10:02:39,Phone Order
T02013150,O0113150,C03367,Alexander Hall,39.0,Female,Consumer,2025-08-01,15:14:00,Online
T02011395,O0111395,C00083,Jack King,34.0,Male,Consumer,2025-07-08,17:51:43,Phone Order
T02007001,O0103500,C00245,Lucas Anderson,23.0,Male,Small Business,2023-09-28,13:27:31,Online
T02010032,O0110032,C01918,Grace Green,45.0,Male,Consumer,2024-11-04,08:54:00,Retail Store
T02010881,O0110881,C00144,Daniel Moore,35.0,Female,Corporate,2025-10-09,19:49:35,Online
T02003078,O0103078,C02433,Isla Wilson,43.0,Female,Consumer,2024-03-12,19:17:35,Online
T02013122,O0113122,C02788,Hannah Davis,18.0,Male,Consumer,2024-05-12,17:09:58,Online
T02006919,O0106919,C01390,Alexander Allen,,Male,Small Business,2025-06-25,12:34:23,Retail Store
T02017283,O0117283,C04575,Charlotte Harris,48.0,Male,New Customer,2022-12-16,15:33:45,Online
T02007140,O0107140,C04936,Freya Taylor,53.0,Male,New Customer,2022-10-30,16:19:28,Online
T02013551,O0106775,C01638,Lily Taylor,34.0,Male,Corporate,2025-02-10,15:56:34,Online
T02014070,O0114070,C00581,Noah Johnson,36.0,Female,Small Business,2023-02-24,11:35:44,Phone Order
T02006646,O0106646,C01840,Leo Brown,33.0,Male,New Customer,2022-11-01,15:51:01,Retail Store
T02003656,O0101828,C01661,Grace Walker,36.0,Female,Premium,2023-05-11,14:33:34,B2B Portal
T02013767,O0113767,C04753,Emily Nelson,37.0,Female,Returning Customer,2023-04-13,18:42:10,Online
T02017513,O0117513,C03757,Ella Nelson,29.0,Female,Corporate,2024-09-16,16:20:06,B2B Portal
T02013873,O0113873,C02719,Olivia White,40.0,Male,Consumer,2025-11-03,13:35:57,Retail Store
T02005118,O0105118,C00119,Noah Allen,18.0,Female,Consumer,2023-03-28,18:30:40,Online
T02006828,O0106828,C03974,Henry Baker,35.0,Female,Returning Customer,2022-01-22,21:09:05,Online
T02016300,O0116300,C01470,Thomas Thomas,38.0,Female,Premium,2025-10-07,19:46:33,Online
T02011071,O0111071,C00747,George Smith,30.0,Male,Returning Customer,2022-07-26,11:52:10,Online
T02009503,O0109503,C00999,Ella Wilson,20.0,Female,New Customer,2022-07-07,09:06:03,B2B Portal
T02006779,O0103389,C03333,Isla Moore,47.0,Female,Small Business,2022-09-16,10:27:42,Retail Store
T02003790,O0103790,C00193,Hannah Taylor,43.0,Male,New Customer,2022-10-21,13:34:06,Retail Store
T02010245,O0110245,C00202,Samuel Hall,18.0,Non-binary,Consumer,2023-04-10,15:32:03,Online
T02014047,O0114047,C01834,Lucas Green,41.0,Male,Small Business,2023-09-14,19:45:54,Online
T02000543,O0100271,C00483,Benjamin Wilson,30.0,Female,Returning Customer,2025-11-14,15:48:27,Retail Store
T02005943,O0105943,C03624,Mia Wilson,48.0,Male,New Customer,2022-12-08,18:45:04,Online
T02002495,O0102495,C01027,Benjamin Jones,50.0,Female,Premium,2023-12-22,13:01:27,Retail Store
T02007099,O0103549,C05085,Ava Baker,32.0,Male,Consumer,2025-05-30,19:32:30,Retail Store
T02010553,O0105276,C04972,Nora Brown,39.0,Female,Consumer,2025-08-29,12:53:59,Online
T02003233,O0103233,C02735,Evelyn Adams,22.0,Male,Premium,2024-12-23,18:33:56,Retail Store
T02015722,O0107861,C00864,Emma Young,56.0,Male,Corporate,2024-05-25,17:12:12,Retail Store
T02007377,O0103688,C02226,George Clark,56.0,Male,Returning Customer,2025-08-27,14:24:55,Online
T02010546,O0110546,C02692,Liam Taylor,33.0,Female,Consumer,2023-04-26,13:29:06,B2B Portal
T02005655,O0105655,C00856,William Nelson,40.0,Male,Consumer,2023-12-17,15:09:59,Retail Store
